date	user	message	stream
2024-10-12 14:12:19 UTC	ozmoow	again league of legends? go csgo baby	134
2024-10-12 14:16:07 UTC	ozmoow	baby i love you and listen me, you playing csgo better than this	134
2024-10-12 16:22:16 UTC	beastlyyyy47	R u lost baby gorl	134
2024-10-12 16:52:09 UTC	1mjiiN	her name is Doro BabyRage	134
2024-10-12 17:20:49 UTC	stfuWobbly	are we there yet BabyRage	134
2024-10-12 17:21:47 UTC	ifanbenmezda	@Pyczeg i probaby would get the worst ending possible, im bad at these decision making games omE	134
2024-10-12 17:53:09 UTC	beoalperen	bb baby	134
2024-10-13 12:32:18 UTC	ozmoow	hi baby, im back	135
2024-10-13 13:10:14 UTC	Drizzie3S	@joeschmoe42069 hey baby	135
2024-10-13 13:43:57 UTC	stfuWobbly	Can we go home yet BabyRage	135
2024-10-13 15:00:39 UTC	carl202x	is baby human?	135
2024-10-13 15:46:33 UTC	richie_4	Didn't Tesla just announce a bot that can babysit, garden, do chores?	135
2024-10-13 16:20:12 UTC	chili_con_bacon	tell hank about the baby oil	135
2024-10-13 16:24:07 UTC	stfuWobbly	mooom 5 more minutes BabyRage	135
2024-10-13 16:55:35 UTC	pr0styak26	hi baby like samurezich?	135
2024-10-14 14:30:59 UTC	MiDMoTwitches	making baby lips on pumpkin 🎃	136
2024-10-14 14:35:57 UTC	noumerhasan	Hello baby	136
2024-10-14 14:43:33 UTC	noumerhasan	It's very bad baby	136
2024-10-14 14:53:36 UTC	MiDMoTwitches	grow a medow of pumpkins with seeds and make baby smiling pumpkins 🎃	136
2024-10-15 12:12:23 UTC	babych1ckens	babych1ckens subscribed with Prime. 	137
2024-10-15 15:30:26 UTC	black_widow_shadow	cheer up babygirl	137
2024-10-16 13:55:31 UTC	GMV8	BabyRage	138
2024-10-16 16:39:09 UTC	SosooMad	misunderstood baby oil enjoyer	138
2024-10-17 13:51:57 UTC	ivan_sk0r	hi baby :)	139
2024-10-17 13:55:20 UTC	andrei_belov_	hi baby	139
2024-10-17 14:23:14 UTC	Typhu25	can you not shout please mine and pauls baby is sleeping	139
2024-10-17 16:16:12 UTC	hariharan7904	You see baby shark song...every child loves it?	139
2024-10-19 13:57:25 UTC	RoccoRocko101	babygirl thinks all bad things has to be the Beatles--she a rolling stones fan	140
2024-10-19 15:42:18 UTC	zimonspp	livvy dunne rizzed up baby gronk	140
2024-10-19 16:47:40 UTC	hms911	Hi, baby, I can’t write in English, but I love you	140
2024-10-20 15:33:04 UTC	ulighter	BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage	141
2024-10-20 17:35:08 UTC	fyodor_m_d1821	BabyRage	141
2024-10-20 18:21:12 UTC	tB_ISHER	Baby ears	141
2024-10-20 18:50:21 UTC	ali_iq25	baby marea	141
2024-10-21 13:49:31 UTC	noumerhassan	Relax relax baby😂	142
2024-10-21 13:49:49 UTC	dima_wallhacks	Relax relax baby😂	142
2024-10-21 13:49:53 UTC	Koki_Burchardt96	Relax my babyyyyyy	142
2024-10-21 13:51:12 UTC	dima_wallhacks	Relax relax baby😂 󠀀	142
2024-10-22 11:56:05 UTC	i0age	hey baby	143
2024-10-22 12:39:16 UTC	ttrek_	ome32 BABY DONT HURT ME	143
2024-10-22 13:31:58 UTC	paintedsky_	@dima_wallhacks are you lost baby boy?	143
2024-10-22 15:19:43 UTC	Aloddin	Doro's just a baby	143
2024-10-23 12:10:36 UTC	rustam0794	Hi beauty.I am going to fly to sweden.I really miss ***e bye baby	144
2024-10-24 17:05:22 UTC	riesenklotz	bye gingerbaby	145
2024-10-26 16:00:51 UTC	alperen_tasci38	baby	146
2024-10-26 16:05:16 UTC	purplepush_	baby i can see yo halo 4Head	146
2024-10-28 14:13:29 UTC	markjen11111	Hello baby	148
2024-10-28 14:44:10 UTC	HippoBippo_	bro had a yearly salary worth of baby oil HUHHHHHHHHHH	148
2024-10-28 15:25:05 UTC	mss1899	baby paul	148
2024-10-29 13:49:51 UTC	giacmode	kanye 2024 baby	149
2024-10-29 14:54:45 UTC	kostghost	hi my baby dorozea. i love you	149
2024-10-30 14:20:27 UTC	markjen11111	Helloooooooo babyyyyyy	150
2024-10-30 15:25:41 UTC	moondog357	FUCK NO BABY	150
2024-10-30 16:12:06 UTC	kvazzar200	Chiron Baby	150
2024-10-30 18:47:30 UTC	yeeewwwbrrraaahhh	my home babyyy	150
2024-10-31 15:19:03 UTC	ozmoow	hi baby	151
2024-11-01 13:46:27 UTC	zakr1on	BabyRage \	152
2024-11-01 13:47:35 UTC	kvazzar200	Yes baby	152
2024-11-01 14:00:45 UTC	mb_melo	Happy stream, n wadup from Russia, baby	152
2024-11-01 15:06:03 UTC	moondog357	CRYSTAL CASTLES BABYy	152
2024-11-01 15:09:21 UTC	UltraViyole	@ibabylonian ablania or turkey i guess	152
2024-11-01 15:40:01 UTC	biloday1online	Hi baby	152
2024-11-01 15:40:21 UTC	Aloddin	Doro, your color is baby barf green	152
2024-11-03 14:49:26 UTC	JBIN2036	he would name his baby Baj	153
2024-11-03 15:37:32 UTC	Drizzie3S	Pool full of babyoil then you dive it ome32	153
2024-11-03 15:47:30 UTC	breezybear69	thats the motto baby	153
2024-11-03 16:46:14 UTC	balintboss	go play cs BabyRage	153
2024-11-03 18:10:16 UTC	Drizzie3S	I go into semi-comatose states in a corner sitting waggling back and forth like a baby	153
2024-11-03 19:10:47 UTC	devilleboi	Let key carry the baby	153
2024-11-03 20:02:28 UTC	housexaero	baby	153
2024-11-03 20:02:55 UTC	catsspurr	thats a baby lootbug ig	153
2024-11-03 20:05:12 UTC	catsspurr	aight dont bring the baby out ig LOL	153
2024-11-03 20:06:06 UTC	Wanderer039	is that baby monster a mod or did they officially add it ?	153
2024-11-03 20:52:33 UTC	Drizzie3S	DaBaby ome44	153
2024-11-04 16:44:07 UTC	kecso1g	@revan7632 im good ty baby	154
2024-11-05 13:39:51 UTC	giacmode	Kanye 2024 baby	155
2024-11-05 13:44:04 UTC	cryin77	(baby_cry1)	155
2024-11-05 16:53:50 UTC	Martin_Gales	yes baby hair	155
2024-11-05 16:54:00 UTC	surender_5	Yeah Baby Hair	155
2024-11-05 16:54:21 UTC	cr7vaibhav	depends if your baby hair covers your forhead	155
2024-11-07 14:26:15 UTC	Beznadejniu	@dorozea  Hello BaBY	156
2024-11-07 17:00:55 UTC	Shazeh	did he say the babypowder would be useful	156
2024-11-08 15:44:18 UTC	Skummy228	Hi baby 😏	157
2024-11-08 16:33:29 UTC	fuzok4	its baby powder	157
2024-11-08 17:50:01 UTC	gameconfig	crybaby	157
2024-11-08 18:27:34 UTC	i0age	call me baby	157
2024-11-09 15:20:32 UTC	IvanOnMyOwn	@breezybear69 is the 40s baby, you can do whatever you want BASED	158
2024-11-09 15:59:24 UTC	riesenklotz	thats showbiz baby	158
2024-11-10 15:10:03 UTC	arturastr	privet baby	159
2024-11-10 15:57:16 UTC	sergiozubrik	@dorozea I love you, baby.	159
2024-11-11 17:54:50 UTC	Ice_Saiyan	babysitted by ww @dorozea  Shruge	160
2024-11-11 19:08:55 UTC	jptrinds25	baby where are u from?	160
2024-11-11 19:10:55 UTC	balintboss	BabyRage	160
2024-11-11 19:40:53 UTC	xRagnar415	doro counts 2 baby	160
2024-11-11 19:59:59 UTC	Zlender	Lightweight baby	160
2024-11-11 21:06:19 UTC	stfuWobbly	BabyRage	160
2024-11-11 21:53:44 UTC	Cuhhsin	@IvanOnMyOwn nikobaby taught u well i see	160
2024-11-12 14:59:22 UTC	giacmode	Why regulate - free speech baby!	161
2024-11-13 14:34:32 UTC	raspin_w	hello baby	162
2024-11-13 17:41:51 UTC	RAV3R_fps	Baby baby i miss you :(	162
2024-11-14 13:24:11 UTC	ozhan343434	Iam 10 level 3k elo come play with me baby	163
2024-11-14 14:12:40 UTC	faridk44_	hello baby	163
2024-11-14 14:33:56 UTC	Vidke04	Crude oil, baby oil, cooking oil. What oil?	163
2024-11-14 18:27:21 UTC	kostghost	Dorozea, baby, please learn Russian.	163
2024-11-14 18:41:08 UTC	marakellaa	hi baby	163
2024-11-15 13:11:58 UTC	witooo7	hi Baby @dorozea	164
2024-11-15 14:03:26 UTC	se7enwtfym	7.5 on diddy would bring baby oil over	164
2024-11-15 14:44:58 UTC	1mjiiN	baby oil	164
2024-11-17 13:23:16 UTC	biloday1online	Hi baby	165
2024-11-17 13:26:05 UTC	Aloddin	Baby Doro	165
2024-11-17 13:32:26 UTC	lWALEEDl	hi baby	165
2024-11-17 13:40:46 UTC	fjskvodwkv	I love you baby	165
2024-11-17 14:31:17 UTC	JBIN2036	paul put some baby shark for them	165
2024-11-17 17:24:26 UTC	marcelwallace_	fent baby	165
2024-11-17 18:46:07 UTC	fuzok4	baby gronk lost his aura after rizzler opened his mouth...	165
2024-11-18 13:27:50 UTC	0buddha	Baby gronk livvy dunne skibbidi sigma gyatt canthal tilt mewing ohio nahhhh skull_emoji bro think he carti	166
2024-11-18 14:22:13 UTC	666kissez	Don't be nervous baby	166
2024-11-18 14:31:18 UTC	zequifu	BabyRage BabyRage BabyRage	166
2024-11-18 15:12:30 UTC	fyredoor4	BabyRage	166
2024-11-18 15:25:47 UTC	2daveen	Cry baby	166
2024-11-18 17:35:00 UTC	Georgie1471	with xqcs baby Aware	166
2024-11-18 19:43:43 UTC	Typhu25	me when im michael buble and im singing: baby its COLE outside LOL	166
2024-11-18 20:29:27 UTC	sherminator004	headshots baby	166
2024-11-19 13:18:44 UTC	biloday1online	Hi baby	167
2024-11-19 13:35:28 UTC	fuzok4	you can cosplay newborn baby LOL	167
2024-11-19 14:13:39 UTC	0buddha	ooo baby when you dance like that~~~	167
2024-11-19 15:26:27 UTC	zimonsps	@ruko963 coughing baby vs hydrogen bomb	167
2024-11-19 16:49:07 UTC	twitch_jkey	baby girl	167
2024-11-19 16:50:29 UTC	boredbenn	crazy baby girl	167
2024-11-19 17:20:42 UTC	Pyczeg	baby catJAM catJAM catJAM catJAM catJAM catJAM catJAM catJAM catJAM catJAM catJAM catJAM catJAM catJAM catJAM catJAM catJAM catJAM catJAM	167
2024-11-21 20:26:53 UTC	v_ikhtiyor	Hi baby	168
2024-11-21 21:33:31 UTC	Sujkic_	bro's skinnier than you, you could heimlich him as easy as a baby	168
2024-11-22 11:46:40 UTC	fyredoor4	BabyRage	169
2024-11-23 09:37:07 UTC	Zeololz	bro having a baby	170
2024-11-25 13:24:06 UTC	coolise28	hello Russian baby	171
2024-11-25 14:18:29 UTC	yuri_k	Hi baby )	171
2024-11-25 14:44:29 UTC	kiskahunter_	Where are you from baby ?	171
2024-11-25 15:07:22 UTC	stfuWobbly	ai are people too BabyRage	171
2024-11-25 15:14:27 UTC	stfuWobbly	i'm not crazy, my mom had me checked out BabyRage	171
2024-11-26 15:48:31 UTC	fkaGabe	baby it's cold outside	172
2024-11-27 13:38:11 UTC	CrazeE420xd	spin me right round baby right round ahh controller	173
2024-11-27 13:42:06 UTC	SeeMeNoMore_	you spin me left round, baby, left round	173
2024-11-27 15:37:21 UTC	fyredoor4	BabyRage i want to go to America	173
2024-11-28 13:09:33 UTC	yuri_k	hi baby	174
2024-11-28 15:49:13 UTC	daarmentony	Hi baby	174
2024-11-29 14:12:33 UTC	itsWan21	pool is prob filled w baby oil Kappa	175
2024-11-29 15:12:10 UTC	ylnzkurtt6	babyle16Heart	175
2024-11-29 15:58:51 UTC	fyredoor4	BabyRage thank you guys	175
2024-11-29 16:35:04 UTC	oguzhannx67	baby	175
2024-12-01 12:54:11 UTC	sergoo420	Hello. baby\	176
2024-12-01 13:05:42 UTC	6ridge	what if I ask: baby gurl, please stand on me BRUHMM	176
2024-12-01 13:16:15 UTC	HaYtHaM_420	neeshOpes neeshBald neeshWAAA neeshDespair neeshKato neeshArrive neeshWiggle neeshHappi neeshDum neeshExplode neeshDANCE neeshJam neeshDramatic neeshSadge neeshModCheck neeshPats neeshNOW neeshLEON neeshWhatever neeshIgnore neeshThink neeshScared neeshFight neeshBite neeshMore neeshSleepy neeshSlap neeshKittyJam neeshCmere neeshJih neeshSit neeshStare neeshRAGE neeshOK neeshBaby neeshNAWNY neeshEepy neeshGasp neeshFootage neeshNerd neeshDoid neeshL neeshSmirk neeshJail neeshBased neeshEWW	176
2024-12-01 13:34:03 UTC	uuccugr	uuccugr gifted a Tier 1 sub to GotYouBaby! 	176
2024-12-01 14:57:13 UTC	HaYtHaM_420	neeshOpes neeshBald neeshWAAA neeshDespair neeshKato neeshArrive neeshWiggle neeshHappi neeshDum neeshExplode neeshDANCE neeshJam neeshDramatic neeshSadge neeshModCheck neeshPats neeshNOW neeshLEON neeshWhatever neeshIgnore neeshThink neeshScared neeshFight neeshBite neeshMore neeshSleepy neeshSlap neeshKittyJam neeshCmere neeshJih neeshSit neeshStare neeshRAGE neeshOK neeshBaby neeshNAWNY neeshEepy neeshGasp neeshFootage neeshNerd neeshDoid neeshL neeshSmirk neeshJail neeshBased neeshEWW	176
2024-12-01 15:15:31 UTC	balintboss	I linked the baby zombi part	176
2024-12-01 15:18:43 UTC	balintboss	And the haters gonna hate, hate, hate, hate, hate Baby, I'm just gonna shake, shake, shake, shake, shake	176
2024-12-01 15:30:00 UTC	ajdomz	babye	176
2024-12-01 15:31:03 UTC	HaYtHaM_420	neeshOpes neeshBald neeshWAAA neeshDespair neeshKato neeshArrive neeshWiggle neeshHappi neeshDum neeshExplode neeshDANCE neeshJam neeshDramatic neeshSadge neeshModCheck neeshPats neeshNOW neeshLEON neeshWhatever neeshIgnore neeshThink neeshScared neeshFight neeshBite neeshMore neeshSleepy neeshSlap neeshKittyJam neeshCmere neeshJih neeshSit neeshStare neeshRAGE neeshOK neeshBaby neeshNAWNY neeshEepy neeshGasp neeshFootage neeshNerd neeshDoid neeshL neeshSmirk neeshJail neeshBased neeshEWW	176
2024-12-01 20:49:50 UTC	force137_	goodbye our baby) I'm going to sleep	177
2024-12-01 20:59:35 UTC	HaYtHaM_420	neeshOpes neeshBald neeshWAAA neeshDespair neeshKato neeshArrive neeshWiggle neeshHappi neeshDum neeshExplode neeshDANCE neeshJam neeshDramatic neeshSadge neeshModCheck neeshPats neeshNOW neeshLEON neeshWhatever neeshIgnore neeshThink neeshScared neeshFight neeshBite neeshMore neeshSleepy neeshSlap neeshKittyJam neeshCmere neeshJih neeshSit neeshStare neeshRAGE neeshOK neeshBaby neeshNAWNY neeshEepy neeshGasp neeshFootage neeshNerd neeshDoid neeshL neeshSmirk neeshJail neeshBased neeshEWW	177
2024-12-03 13:10:39 UTC	ahdjshwvah	baby, just a bit lower pls	178
2024-12-03 13:29:02 UTC	fyredoor4	BabyRage whaa	178
2024-12-03 13:54:43 UTC	swag5oi	go Stellar Blade baby	178
2024-12-03 15:03:00 UTC	swag5oi	Baby your English so funny ,)	178
2024-12-03 15:05:43 UTC	swag5oi	how say that hello on sweden baby	178
2024-12-03 15:07:21 UTC	swag5oi	You like bad boys from Arabia baby???	178
2024-12-03 16:19:15 UTC	abalazs	that song was a hit when i was a baby. i am not anymore. still great.	178
2024-12-03 16:19:36 UTC	HansoloSupremo	@abalazs you can be my baby anytime u want	178
2024-12-03 18:13:48 UTC	catsspurr	baby youre a firework (fart) (fart) (fart)	178
2024-12-04 16:30:00 UTC	iFONKA90	hi baby	179
2024-12-05 14:17:21 UTC	SeeMeNoMore_	my unborn baby beat this in 1 day	180
2024-12-06 14:44:55 UTC	odachi_sword	hello batman baby boy 😂	181
2024-12-06 15:53:43 UTC	uuccugr	baby rich batman	181
2024-12-06 17:24:10 UTC	hopeozzy	my baby	181
2024-12-06 19:34:52 UTC	fyredoor4	shat ap BabyRage	181
2024-12-06 19:46:23 UTC	catsspurr	Weeknd: croc a bye baby dont you cry, I'm gonna croc you (fart)	181
2024-12-06 19:50:14 UTC	catsspurr	croc a bye baby ome44	181
2024-12-07 13:08:20 UTC	ahdjshwvah	hi baby	182
2024-12-07 13:12:38 UTC	GusTheGreek09	Good morning baby	182
2024-12-07 13:43:46 UTC	fyredoor4	BabyRage	182
2024-12-07 16:14:29 UTC	SeeMeNoMore_	Team Edward babyyyy	182
2024-12-07 23:26:33 UTC	0buddha	YEA BABY	183
2024-12-07 23:56:22 UTC	samurezich	HELO HOW R U BABY	183
2024-12-08 00:08:10 UTC	MrSedat00	Hi baby	183
2024-12-08 16:12:02 UTC	SeeMeNoMore_	reels BabyRage	184
2024-12-09 00:02:45 UTC	RamzCHE	hallo baby	184
2024-12-09 04:16:22 UTC	dethrone_2	Lil baby	184
2024-12-09 04:16:29 UTC	stan_iv4	It's rare hearing lil baby on your playlist BANGER	184
2024-12-09 04:16:37 UTC	yangrind	@dethrone_2 moved to miami roddy ricch lil baby	184
2024-12-09 07:29:39 UTC	Vidke04	DaBaby Lez gooo 3.5h	184
2024-12-09 07:50:53 UTC	tases420	ohh baby you still streaming	184
2024-12-09 09:35:24 UTC	Vidke04	Staying all the 24h is a mistake I could have sleeped like a baby	184
2024-12-11 13:22:42 UTC	ahdjshwvah	hi baby	185
2024-12-11 14:54:45 UTC	t_m11	BabyYoda	185
2024-12-11 15:13:43 UTC	Sailx	babysitting in valorante	185
2024-12-11 15:16:49 UTC	sekasekas	BabyRage	185
2024-12-11 16:06:35 UTC	ikoops	HI, baby	185
2024-12-11 17:37:49 UTC	moondog357	BABY BABY BABY OOOOOOOOO	185
2024-12-11 17:38:27 UTC	pokefat	kill the chickens in front of their baby	185
2024-12-12 15:30:12 UTC	balintboss	And the haters gonna hate, hate, hate, hate, hate Baby, I'm just gonna shake, shake, shake, shake, shake xqcTwerk	186
2024-12-12 15:30:25 UTC	CrazeE420xd	And the haters gonna hate, hate, hate, hate, hate Baby, I'm just gonna shake, shake, shake, shake, shake xqcTwerk	186
2024-12-13 13:41:08 UTC	kostghost	Baby, buy normal lighting	187
2024-12-13 14:43:21 UTC	uuccugr	new baby cows gkeyHEHE	187
2024-12-13 15:00:26 UTC	no_buffalosauce	aww you are such a lil baby	187
2024-12-13 17:37:57 UTC	55Dash	babymetal OMEGADANCE	187
2024-12-13 17:38:44 UTC	Typhu25	bro hes baby metal glazer	187
2024-12-16 13:27:22 UTC	ahdjshwvah	hi baby	188
2024-12-16 13:40:58 UTC	modar88	I love baby girl	188
2024-12-16 14:00:28 UTC	trumpettt	why this baby looks creepy	188
2024-12-16 15:58:31 UTC	WelpM3	do you get more russians or people calling you baby?	188
2024-12-16 18:13:10 UTC	fyredoor4	helvete BabyRage	188
2024-12-16 18:44:56 UTC	ahdjshwvah	bye baby	188
2024-12-16 18:45:20 UTC	ahdjshwvah	I LOVE U BABY BYE	188
2024-12-17 14:16:36 UTC	binalishka7	hi baby	189
2024-12-17 15:29:19 UTC	ahdjshwvah	never give up baby	189
2024-12-18 15:45:37 UTC	stfuWobbly	one of them is smaller BabyRage	190
2024-12-18 16:30:46 UTC	shohza	Hi baby	190
2024-12-19 16:45:50 UTC	mohammad112_q	hello’s baby	191
2024-12-19 16:56:14 UTC	notsybtw	hi baby, i love u my little pony	191
2024-12-20 13:28:37 UTC	Vidke04	Brother be like. Joe Biden take me out to dinner baby.	192
2024-12-20 14:31:39 UTC	roger_bushman	Haha girl or baby	192
2024-12-20 14:49:44 UTC	jonyfox33	Baby want sleep	192
2024-12-20 16:28:19 UTC	bayti1k	hi baby	192
2024-12-20 17:33:49 UTC	MackenzieRiver	kill secur ebaby	192
2024-12-21 13:57:23 UTC	gvidasek	@jinxygod123 Go do your homework baby bro	193
2024-12-21 15:29:02 UTC	CrazeE420xd	you found da baby? WHAT	193
2024-12-21 17:32:31 UTC	sunjo_hsk	BabyRage	193
2024-12-22 14:52:42 UTC	SeeMeNoMore_	forknife BabyRage	194
2024-12-22 14:56:21 UTC	fyredoor4	BabyRage	194
2024-12-22 17:37:02 UTC	mipun01	Doro my baby	194
2024-12-23 13:02:46 UTC	saydenovv	I love you Baby	195
2024-12-23 14:24:03 UTC	loujoooo	my baby	195
2024-12-25 13:35:29 UTC	p1_cassoo	kiss u baby😘	196
2024-12-25 15:04:53 UTC	yBIank	@fyredoor4 am good baby how are u COMEHERE	196
2024-12-26 13:00:36 UTC	butcher_uzb	hi baby	197
2024-12-26 13:06:56 UTC	youaresmile	i love you baby , I’m not kidding , can I get you are number ?	197
2024-12-26 16:59:34 UTC	balintboss	BabyRage please one more LOL	197
2024-12-27 13:10:35 UTC	ALEXNK7	hello my baby	198
2024-12-27 17:27:39 UTC	juan_guy_	Baby hors3	198
2024-12-28 15:02:16 UTC	Haizor	cow massacre start vietBaby	199
2024-12-28 15:33:09 UTC	nattbinda	nepobaby	199
2024-12-28 16:46:29 UTC	moondog357	FUCK NO BABy	199
2024-12-28 16:47:22 UTC	Martin_Gales	Chubby_baby7 MONKA	199
2024-12-28 18:51:14 UTC	chili_con_bacon	would you rather eat a goat or a matter baby? ome5	199
2024-12-28 18:51:36 UTC	Martin_Gales	@chili_con_bacon whats a matter baby?	199
2024-12-29 13:56:58 UTC	vpiskabomjaa	I wanna se you baby	200
2024-12-30 13:01:44 UTC	adizjr7	hiii baby	201
2024-12-30 13:02:06 UTC	adizjr7	hii baby	201
2024-12-30 13:04:05 UTC	bagaboy03	Hi baby	201
2024-12-30 13:24:39 UTC	kofovica	LETS GO BABY	201
2024-12-30 13:59:41 UTC	Laserinos	baby oil	201
2024-12-30 13:59:48 UTC	Zeololz	baby hair are annoying	201
2024-12-30 13:59:54 UTC	dogrucu_coban_	baby hair	201
2024-12-30 14:34:06 UTC	bagaboy03	Baby	201
2024-12-30 15:53:26 UTC	fyredoor4	its hell vro BabyRage	201
2024-12-30 17:23:38 UTC	confused_cavemen	baby is buffed	201
2024-12-30 19:17:17 UTC	chili_con_bacon	BabyRage	201
2024-12-30 19:49:23 UTC	nuclearsun_	TIER 3 BABY	201
2024-12-31 18:16:24 UTC	muwahhid_022	Baby come to Uzbekistan 😅	202
2024-12-31 21:51:15 UTC	JustALowkeyChillGuy	BabyRage	202
2025-01-01 13:10:18 UTC	ozmoow	hey baby< i'm back	203
2025-01-01 14:46:33 UTC	goofyhaiwan	bro wtf i just went toilet for 40 mins and i come back to this baby game	203
2025-01-03 13:05:38 UTC	predator04210	yes baby	204
2025-01-03 13:07:12 UTC	predator04210	baby 22	204
2025-01-03 13:07:34 UTC	predator04210	love baby 22 ears	204
2025-01-03 13:23:01 UTC	psycotic_sahil	Hlo baby doll	204
2025-01-03 13:48:10 UTC	kaisermichaeli	baby premier or faceit?	204
2025-01-03 13:50:32 UTC	kaisermichaeli	OMGG BABY PREMIER OR FACEIT ?????	204
2025-01-03 15:38:17 UTC	mbaskett95	drama baby drama baby drama baby you you you you	204
2025-01-03 15:44:28 UTC	vasyafaceit	Nt, baby	204
2025-01-04 14:17:36 UTC	balintboss	And the haters gonna hate, hate, hate, hate, hate Baby, I'm just gonna shake, shake, shake, shake, shake wideduckass	205
2025-01-05 13:07:33 UTC	fab5f	hello baby	206
2025-01-05 16:21:12 UTC	reshik17	hi baby	206
2025-01-06 16:00:33 UTC	tornados_777	hiii my baby	207
2025-01-06 16:03:12 UTC	vasyafaceit	Not problem, baby	207
2025-01-06 17:45:18 UTC	m1lerngon	myy babylon	207
2025-01-06 20:37:45 UTC	nabotovl7	HELLO BABY GO TU CALL OF DUTY MOBILE	207
2025-01-08 13:13:51 UTC	ozmoow	i'm back baby/ hey	208
2025-01-08 13:18:36 UTC	eslspartan999	baby say Tajikistan hello 😄	208
2025-01-08 14:19:58 UTC	Robskeee	Baby Baby Baby UUUUUUUUUUU	208
2025-01-08 14:31:17 UTC	tovarishch1	hey baby girl	208
2025-01-08 17:54:34 UTC	stfuWobbly	look at this level 1 baby so cute	208
2025-01-08 18:08:28 UTC	nikola___1111	yahhhh babyyyy	208
2025-01-09 13:15:28 UTC	jz1e1	Hi my baby	209
2025-01-09 14:18:55 UTC	mdu3003	Let's go my baby 💖	209
2025-01-09 14:19:11 UTC	pinkpanther_42	BABY GIRL	209
2025-01-09 15:46:34 UTC	sync2kk	you look like you was from babysiter 2 or 1	209
2025-01-10 12:59:11 UTC	allahy3in	Hello baby	210
2025-01-10 14:06:03 UTC	luar2703	BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage	210
2025-01-10 14:33:18 UTC	dskgjnx	BABYS BY ME	210
2025-01-10 15:45:56 UTC	buzzyfishy	you just slept for half an hour baby Keepo	210
2025-01-11 13:37:05 UTC	mukhammadjann	hi baby	211
2025-01-11 14:12:36 UTC	moonsault	i ain't never rep a set baby tsk tsk i ain't do no wrong	211
2025-01-11 16:54:32 UTC	Starburnss	one by one baby	211
2025-01-11 19:02:52 UTC	KrawatteGans893	hydrogen bomb vs coughing baby ahh	211
2025-01-11 19:58:50 UTC	mr_zonris	My eyes, pls delete game baby	211
2025-01-12 13:08:19 UTC	sashkasmirnoff	hi baby	212
2025-01-12 13:08:21 UTC	m4rkwtf	ptibet le baby	212
2025-01-12 13:13:25 UTC	pivo23e2	hi baby )	212
2025-01-14 13:08:42 UTC	kass_my_kass	hey baby	213
2025-01-14 15:22:59 UTC	envrz	The rain looks like baby oil on they body	213
2025-01-14 16:17:36 UTC	stfuWobbly	mods BabyRage	213
2025-01-14 16:42:21 UTC	moondog357	joker ur baby daddy XD	213
2025-01-15 13:10:47 UTC	pivo23e2	hi baby	214
2025-01-15 13:16:21 UTC	sloymoyshen	Hello my baby frome Russia PRIVET	214
2025-01-15 13:30:17 UTC	ifanbenmezda	doro is the baby CLOWNDETECTED	214
2025-01-15 14:15:53 UTC	abdusattor24	Gg baby	214
2025-01-15 14:35:56 UTC	haHAA_12_btw	FirstTimeGooner hiiii baby	214
2025-01-15 15:13:21 UTC	Baffometi	Your moderators don't like it when you're called baby? Why?	214
2025-01-15 15:13:34 UTC	Ivana_10	@baffometi shes not your baby LOL	214
2025-01-15 15:14:07 UTC	Baffometi	@Ivana_10 I'm not saying it's my baby lol What's the problem?	214
2025-01-15 15:14:56 UTC	Baffometi	@Ivana_10 Is it strange to call a girl a baby?	214
2025-01-15 16:15:12 UTC	oggetogge	you can hide baby villagers in the basement also	214
2025-01-15 18:13:46 UTC	rasul1707	stop baby	214
2025-01-16 13:03:22 UTC	DipoVV	Hello baby	215
2025-01-16 13:11:39 UTC	sloymoyshen	HELLO BABY frome Russia? PRIVET	215
2025-01-16 13:58:03 UTC	s3nka666	hi baby	215
2025-01-16 14:49:53 UTC	darkness_0_	fly baby	215
2025-01-16 15:32:21 UTC	uuccugr	@movebaby  Bloons	215
2025-01-18 14:38:17 UTC	ttrek_	ttrek_ gifted a Tier 1 sub to Jacopbaby! 	217
2025-01-18 14:39:33 UTC	artyom72rr	hi baby doll	217
2025-01-19 12:16:05 UTC	botlikhskiy	How are you, baby?	218
2025-01-20 13:14:53 UTC	zerofive0107	Hi baby	219
2025-01-20 17:03:11 UTC	kendinealihan	bye my baby	219
2025-01-22 13:29:41 UTC	kamir111	hello baby	220
2025-01-22 13:30:46 UTC	3ra8ez	baby	220
2025-01-22 14:05:35 UTC	Thrundil	baby shark	220
2025-01-22 14:32:37 UTC	Phatres75	you can also summon baby demon with magik	220
2025-01-22 16:42:56 UTC	softarballt123	I am baby gronk	220
2025-01-22 16:51:04 UTC	yolo21709	I’m 18 now I feel like a baby compared to chat 😁👏	220
2025-01-22 17:03:52 UTC	CrazeE420xd	@uuccugr top 16 baby ome4	220
2025-01-22 17:29:08 UTC	Martin_Gales	@banties_x wasnt it his baby blanket or something ome44	220
2025-01-22 17:51:49 UTC	darthvaderko	linkin park baby.	220
2025-01-23 12:55:54 UTC	ozmoow	hey baby, i'm back. again	221
2025-01-23 12:58:23 UTC	fixzon007	if the mid 20’s are babys what are the 18 years old then	221
