stream,first_messages,total_messages,unique_chatters,stream_length,stream_length_hour,stream_length_per_firt,unique_chatters_per_hour,first_messages_avg,unique_chatters_per_hour_avg,users,returning_users,returning_count,returning_count_avg,grouped_return_first,avg,max,follow,games,one_message_user_count,two_or_more_message_user_counts,message_per_chater,hours_watched,total_word_count,message_per_min,top_5_users,top_5_words,gifter,gift,raid,prime,tier1,tier2,tier3,expanding_avg,avg_fix,expanding_avg_fix,epanding_avg,cs,er,marbels,re2,fortnite,re3,irl,phazmo,rdr2,mc,pubg,ow2,jc,parasocial,lol,valo,chainedtogether,deadatnigth,special,roblox,stream_date,active_subs,active_prime,active_tier2,active_tier3,active_gift,all_sub,all_active_subs,ad_rev
0,177,1985,177,17697.0,4.9158333333333335,36.006102729276144,36.006102729276144,177.0,36.006102729276144,"{'esok322j', 'basbinga', 'Preferx', 'Jeddix', 'peroni_nasturo_azuro', 'ifllame', 'theFORGEven', '1206paul_', 'Tempora59', 'stimxv', 'Wii_Gii', 'Lasbe', 'iFz4G', 'fapaa', 'ToxicTrash64', '爪口长工', 'Starburnss', 'martin_glaze', 'tbcrafter3000', 'kunmilan99', 'CharminUltraSoft_11', 'seemzgucci2', 'bbarrannn', 'lajosbarnabas', 'havocp0int', 'dovis646', 'popdamollyy', 'ze1nar', 'febbychan420', 'Aloddin', 'Banties1g', 'Zeololz', 'roxa0', 'el_chiimue', 'pfftsmh', 'Jello_CS', 'cerealkiller3214', 'bubba_palumbo', 'n69ky', 'Niibler', 'Substen', 'Prann', 'iborotti_06', 'oJov', 'k72dio', 'ylb_cat_soul22', 'TaifunFPS', 'notrepo', 'Edditch', 'Tilch', 'corpoket', '1giorgipapava', 'tonymontana3331', 'c4deszes', 'ssaarle065', 'baynouri', 'nzexy', 'zuwwj', 'ddddddd78642', 'pan1cue', 'WhisLift', 'lord_ruschman', 'Moseley213', 'tomcs94', 'cafraline', 'NSAPartyVan', 'fortygrand', 'kloakpojken', 'AMJADcc', 'hbtschutze', 'tomdvid', 'SoundAlerts', 'klimzaa', 'schufaagamee', 'kepplerrino', 'minecraftomo', 'Prob_ka', 'swedenhobohealthcare', 'therealfortunehunter', 'large_johnson69', 'spinglebob', 'max_trump', 'dustinaufxanax', 'sbeedy20', 'z1jan2k', 'zaxkyyy_', 'moogyblue', 'coldstar1', 'alphagabb', 'kursed_2828', 'Chopzxx', 'Martin_Gales', 'blackbizom', 'Elijaah00', 'Must0ben', 'omarmohamed321', 'stealyourshoes', 'djawedev', 'Agusmat1', 'Gylfen', 'memerboy', 'parallellr', 'bodaone', 'Szardan_xD', 'pablobucho', 'dorozea', 'dragonforjiu', 'ProudMunch', 'yusuf2774', 'Teksaano', 'th3_raz0r', 'Ice_Saiyan', 'Bizzan', 'The_Astrum_Guardian', 'snayke3', 'kngdng', 'bober_ua2023', 'jckxk', 'nobodycareso_o', 'Grumsee', 'Goon_The_Boon', 'kaneku__', 'FakieXTC', 'frunze007', 'Trizze', 'kurt_egil', 'lucas_bke', 'xdskeletonboy', 'tortuguess', 'tox1cburritos', 'barancely', 'Alkis_Koliass', 'enseje', 'utaBz', 'XMANFITO', 'LX212', 'Soullesswf0', 'ImTheMRL', 'mindloud', 'JustS1no', 'balintboss', 'alfie_s0l0m0ns', 'osmouniir', 'Ivana_10', 'arlind_thaqi', 'DrQuackie', 'NMPLeaningTowerOfHairline', 'x3lolx', 'lulu_bibii', 'astrit987', 'BanjoCash', 'ANewToaster', 'aath132', 'bowlpipes', 'SortieWW', 'KRYM_WAEL', 'kuroko_cs2', 'uhylyant', 'visith_beststeel563', 'StreamElements', 'Fizzle_7', 'Arcthew', 'saykokerem', 'fegonzz', 'tbi_fps', 'Xpotica', 'Nightbot', 'umutcn_26', 'jcb_8', 'Risc__V', 'UReyzz', 'alv4hh', 'risenn_', 'slarzka', 'SouthSlavGamer', 'IvanOnMyOwn', 'drytree33'}",set(),0,0.0,177,129,145,9,"jc, cs, valo, ow2, marbels",55,122,11.214689265536723,634.1425,10568,6.729954229530429,"Martin_Gales, Banties1g, Jello_CS, 1206paul_, Wii_Gii","1, doro, !play, with, omE",4.0,25.0,4.0,2.0,3.0,0.0,0.0,129.0,129.0,129.0,129.0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2024-05-01,3.0,2.0,0.0,0.0,25.0,30.0,30.0,4.565826
1,150,3046,213,17831.0,4.953055555555555,30.284336268296787,43.003757500981436,163.5,39.504930115128786,"{'esok322j', 'HuntAPB', 'kerrysolo', 'windom_', 'SheardyBoy', 'oscar2O2', 'Jeddix', 'theFORGEven', '1206paul_', 'xiorecs', 'dix_is_van', 'stimxv', 'Wii_Gii', 'notGussyWussy', 'paul_the_3rd', 'yata_lukas', '爪口长工', 'JellysF', '1rabo', 'dxvidm', 'Lonitref', 'Pusherman555', 'burakkurtarir', 'aRaCNiTa', 'rOOFTOPHOBO', 'helios34', 'spinpah1', 'kunmilan99', 'seemzgucci2', 'fica989', 'lajosbarnabas', 'kudezin', 'popdamollyy', 'nate_001_', 'rafaello141', 'Aloddin', 'Banties1g', 'Zeololz', 'itsogoid', 'roxa0', 'noies', 'GavinsAwfulStream', 'the_smiel', 'haris_k1ng', 'Gxst', 'cerealkiller3214', 'n69ky', 'blakbilt', 'Niibler', 'RATS_DOTO', 'DrRizzMan', 'Ravenbtw', 'Prann', 'iborotti_06', 'oJov', 'ylb_cat_soul22', 'RizsaLUL', 'tonymontana3331', 'c4deszes', 'rayoooFPS', 'BMidf', 'elkon_11', 'baynouri', 'mizzezz', 'aspkosas', 'ichibi123', 'TheScareCrow46', 'nzexy', 'Coraol', '72exe', 'gkey', 'snailbreeder', 'The_Unpaid', 'based_muga', 'NSAPartyVan', 'ConstantinLumumba', 'Mudjxg', 'Fuuks8', 'kloakpojken', 'lucky17894', 'oussamasa2', 'No1Se', 'SkirmishX', 'abdulsamadwali', 'tomdvid', 'Fauhacz', 'klimzaa', 'minecraftomo', 'xcrihan', 'A_W_L_1', 'zedhunk', 'Sempra_', 'japa031_cro', 'Dr_Takko', 'only1tapbro', 'Banksy_au', 'sbeedy20', 'zaxkyyy_', 'Torjebosen', 'fnc_is_calling', 'Sinjax1', 'vladd0n', 'Ayato202', 'itskalu', 'Martin_Gales', '8goblin', 'wasabi__ttv', 'pestilent77', 'DrSaloomy', 'omarmohamed321', 'reflectsiam', 'majkiisen', 'carterfw', 'sixthbyaku', 'andrea4V', 'djawedev', 'memerboy', 'JanRocks', 'pimtim', 'ArtMassong', 'amolivs_', 'hcc23', 'frostbite7930', 'dorozea', 'vubachasava', 'UncleKappa69', 'dragonforjiu', 'Dark_Sooul', 'groot0215', 'domjel12', 'The_Astrum_Guardian', 'ZyphilEz43', 'Puppi29', 'ardaabora', 'itscagle', 'oaschhigh', 'Fereau', 'kngdng', 'pamukluDon31', 'vmx02', 'iqpri', 'liadlitman', 'macmysticg', 'vattghern14', 'jckxk', 'xlars', 'Grumsee', 'Goon_The_Boon', 'kakam3', 'theemperor199', 'uzbekbabay', 'xs3oda', 'FakieXTC', 'yassien69', 'hardcoremortalkombatplaya', 'Trizze', 'gyllenc', 'teumteum25', 'JoeyCdny', 'SabaPwN', 'Alkis_Koliass', 'Pistachio48', 'barancely', 'enseje', 'ytr1um', 'LX212', 'grammastittes', 'moorhuhninat', 'XAAA', 'JustS1no', 'balintboss', 'ttvSEYO', 'garfieId1', 'watchGunner', 'freak228play', 'Ivana_10', 'x3lolx', 'nickelbacked', 'androo0edits', 'BanjoCash', 'ANewToaster', 'aath132', 'brainless__monkey', 'ramualdasnesakysiu', 'psx_lucy', 'seboflacko', 'AndrewTheMan8', 'Gabor4G', 'zai0187', 'alidaglii', 'StreamElements', 'karatevuk_2_0', '55Dash', 'Baba2yko', 'yonwave_12', 'saykokerem', 'fegonzz', 'sebi_ykk', '69salih69', 'Exerpas', 'Nightbot', 'k2u5as', 'solitenebula', 'Bobbussss', 'memachu__', 'Risc__V', 'robocop196', 'DrizzieNM', 'wettkeyboard', 'IvanOnMyOwn', 'eduvaa', 'ThaRealFox', 'rex_luthorr'}","{'esok322j', 'djawedev', 'tonymontana3331', 'c4deszes', 'memerboy', 'Ivana_10', 'baynouri', 'nzexy', 'x3lolx', 'Jeddix', 'dorozea', 'theFORGEven', '1206paul_', 'dragonforjiu', 'stimxv', 'Wii_Gii', 'BanjoCash', 'ANewToaster', 'NSAPartyVan', 'aath132', 'kloakpojken', 'The_Astrum_Guardian', '爪口长工', 'tomdvid', 'kngdng', 'klimzaa', 'minecraftomo', 'jckxk', 'StreamElements', 'ylb_cat_soul22', 'kunmilan99', 'seemzgucci2', 'sbeedy20', 'zaxkyyy_', 'Grumsee', 'Goon_The_Boon', 'lajosbarnabas', 'FakieXTC', 'saykokerem', 'popdamollyy', 'Trizze', 'fegonzz', 'Aloddin', 'Banties1g', 'Zeololz', 'roxa0', 'Nightbot', 'Martin_Gales', 'Risc__V', 'cerealkiller3214', 'n69ky', 'barancely', 'Alkis_Koliass', 'enseje', 'Niibler', 'omarmohamed321', 'LX212', 'IvanOnMyOwn', 'Prann', 'iborotti_06', 'oJov', 'JustS1no', 'balintboss'}",63,31.5,213,152,290,24,"jc, cs, ow2, marbels",58,155,14.300469483568076,752.8644444444444,14301,10.249565363692447,"Martin_Gales, saykokerem, klimzaa, LX212, Banties1g","sigma, doro, !play, mhm, with",4.0,31.0,125.0,1.0,1.0,0.0,0.0,140.5,172.815,150.9075,140.5,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2024-05-02,4.0,3.0,0.0,0.0,56.0,33.0,63.0,5.420623999999999
2,104,2754,185,19147.0,5.318611111111111,19.553977124353686,34.78351700005223,143.66666666666666,37.9311257434366,"{'esok322j', 'KlaudiuX', 'Preferx', 'SheardyBoy', 'ammoke', 'bobdoer', 'Jeddix', 'らず', 'theFORGEven', '1206paul_', 'Wii_Gii', 'Lasbe', 'Wrigglyz', 'dimatisc', 'iFz4G', 'Swoshticle', 'oYappington', 'siixrose', 'ekin_b_jordan', 'JellysF', 'mystaraa', 'bvpquhka', '1rabo', 'mazdom12', 'Lonitref', 'Stormiin', 'burakkurtarir', 'spinpah1', 'NOTBAT', 'roomunder', 'kunmilan99', 'smileyvvv', 'WlXEY', 'lajosbarnabas', 'superdold', 'Joro_96', 'sepp2', 'popdamollyy', 'mobu_saiko100', 'Aloddin', 'Banties1g', 'Zeololz', 'agentosage', 'merrymarian', 'roxa0', 'Mablung', 'blakbilt', 'DrRizzMan', 'Nikki_MiLouda', 'Ravenbtw', 'Prann', 'FABSTACH', 'oJov', 'ylb_cat_soul22', 'RizsaLUL', 'Drew_Thompsonn', 'tonymontana3331', 'MaGpiE_0616', 'xx_zutt_xx', 'lord_ruschman', 'gkey', 'NSAPartyVan', 'Mudjxg', 'tomdvid', 'dr_wisam_rayyan97', 'klimzaa', 'maxi200114', 'Prob_ka', 'japa031_cro', 'Lev1tate_fps', 'eflainel', 'max_trump', 'sbeedy20', 'zaxkyyy_', 'markussoedersliebhaber', 'riccaa__', 'fnc_is_calling', 'BaWaRiD', 'anakimxx', 'itskalu', 'aR71xx', 'yungror', 'Martin_Gales', 'Zycrological', 'wasabi__ttv', 'reflectsiam', 'ahmed1hd', 'aolo2', '5eathersMcGraw', 'zbillc', 'leeshaboop', 'sixthbyaku', 'snuspatron', 'djawedev', 'memerboy', 'Zoltan9623', 'amolivs_', 'Target1801', 'dorozea', 'dropz1g', 'ogredas', 'jqqq777', 'walnutNESS', 'cashmxney00', 'Lemonkk', 'whiteknightnipples', 'Teksaano', 'ismaiiltheman123', 'patskito', 'kirkan', 'oaschhigh', 'kngdng', 'Abdalrhman511', 'sbeedy2', 'swi1zz', 'mustowned', 'SwedishtChef', 'SplaXie_CS', 'Grumsee', 'Goon_The_Boon', 'kaneku__', 'Ranthrav3', 'chili_con_bacon', 'hammyhamxa50', 'hardcoremortalkombatplaya', 'Trizze', 'SoryuUnpaid', 'rasmusttrs', 'shpeeler', 'ikxnd_', 'righter2iq', 'DALLAS_DTS', '1ginoo', 'darxtorn', 'VidekiMan', 'JoeyCdny', 'barancely', 'enseje', 'tf2_gameplayenjoyer', 'kajuseee', 'nkpv', 'ytr1um', 'LX212', 'akrep_apoletliler', 'fatherless', 'kecso1g', 'mindloud', 'balintboss', 'Ivana_10', 'x3lolx', 'NotLukeTwitch', 'Eyght', 'pepega00000', '1qu1nn', 'lulu_bibii', 'kanyewestlovwr', 'Karlberg', 'BanjoCash', 'ANewToaster', 'astrit987', 'leuval_', 'davidstilip', 'strongestrogue', 'apexye0', 'Jamoona', 'adam2i891', 'FuarkAsahbi', 'alidaglii', 'JimmyZoltral', 'StreamElements', 'frankonthegear', '55Dash', 'yonwave_12', 'Reealmeti', 'saykokerem', 'fegonzz', 'Nightbot', 'ilegalike', 'ayyowassuppp', 'mackenzie58', 'Risc__V', 'IvanOnMyOwn', 'domjel12', 'Predictionow', 'larry34512'}","{'esok322j', 'djawedev', 'tonymontana3331', 'memerboy', 'Ivana_10', 'SheardyBoy', 'amolivs_', 'x3lolx', 'Jeddix', 'dorozea', 'theFORGEven', '1206paul_', 'gkey', 'domjel12', 'BanjoCash', 'Wii_Gii', 'ANewToaster', 'NSAPartyVan', 'Mudjxg', 'JellysF', 'tomdvid', 'oaschhigh', 'kngdng', '1rabo', 'klimzaa', 'burakkurtarir', 'Lonitref', 'alidaglii', 'spinpah1', 'StreamElements', 'japa031_cro', '55Dash', 'yonwave_12', 'ylb_cat_soul22', 'kunmilan99', 'Grumsee', 'sbeedy20', 'zaxkyyy_', 'Goon_The_Boon', 'lajosbarnabas', 'saykokerem', 'hardcoremortalkombatplaya', 'popdamollyy', 'Trizze', 'fegonzz', 'fnc_is_calling', 'Aloddin', 'Banties1g', 'Zeololz', 'roxa0', 'Nightbot', 'itskalu', 'Martin_Gales', 'JoeyCdny', 'Risc__V', 'wasabi__ttv', 'barancely', 'enseje', 'blakbilt', 'reflectsiam', 'ytr1um', 'DrRizzMan', 'Ravenbtw', 'LX212', 'Prann', 'IvanOnMyOwn', 'oJov', 'sixthbyaku', 'RizsaLUL', 'balintboss'}",70,44.333333333333336,174,126,161,12,"jc, cs, ow2, marbels",52,133,14.886486486486486,670.145,13389,8.630072596229175,"Banties1g, Martin_Gales, klimzaa, LX212, Wii_Gii","mhm, !play, omE, doro, good",0.0,0.0,0.0,2.0,3.0,0.0,0.0,135.66666666666666,126.0,142.605,135.66666666666666,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2024-05-03,7.0,5.0,0.0,0.0,56.0,5.0,68.0,4.825044
3,84,2375,184,17451.0,4.8475,17.32851985559567,37.95771015987622,128.75,37.93777184754651,"{'esok322j', 'basbinga', 'Preferx', 'ammoke', 'prazix_x', 'Jeddix', 'らず', 'CheZyyy', '1206paul_', 'anatolyxd', 'JRHANY', 'fuckshiro', 'stimxv', 'Wii_Gii', 'JerckZ', 'Lasbe', 'Wrigglyz', 'Idealgunnyman', '爪口长工', 'cyberdev00', 'bvpquhka', 'remote_duck', '1rabo', 'TruSty05', 'DoenerJaeger3', 'bravechickn', 'foznero', 'drewniak2115xd', 'helios34', 'vorf0tun', 'leopoldbutterstotch94', 'kunmilan99', 'playsomethingsaxman', 'Joro_96', 'popdamollyy', 'Mista413', 'Aloddin', 'Banties1g', 'Zeololz', 'agentosage', '21taantaN', 'febbychan420', 'oneyeetiboi', 'rafaello141', 'rihabana', 'roxa0', 'n69ky', 'brainggs2', 'pilluxy', 'Prann', 'iborotti_06', 'oJov', 'ylb_cat_soul22', 'puhzzle', 'prometheus048', 'fortnut_xxx', 'Tilch', 'corpoket', 'tonymontana3331', 'tomsenmomsenx', 'xx_zutt_xx', 'colleen040', 'noysing', 'itsjamezmfer', 'WhisLift', 'simcaprio', 'gkey', 'Amanconda', 'IBRA3_', 'The_Unpaid', 'ConstantinLumumba', 'hundjager03', 'Alex_Gotcha', 'JCake', 'sekasekas', 'SkirmishX', 'tomdvid', 'dr_wisam_rayyan97', 'PiccoloScavatoreBianco', 'Karo_11111', 'A_W_L_1', 'swedenhobohealthcare', 'Lev1tate_fps', 'eflainel', 'zaxkyyy_', 'markussoedersliebhaber', 'Skad00sh_7', 'aR71xx', 'Martin_Gales', 'Must0ben', 'stealyourshoes', '1koopaah', 'eldorado1x', 'h3llr1pper', 'carterfw', 'shn0uxo', 'snuspatron', 'Brokenturtles', 'tazeroni4', 'djawedev', 'sigmabaiter', 'Gylfen', 'thatonesuspriest', 'memerboy', 'NURM1_0_0', 'lubb1x', 'dorozea', 'jqqq777', 'whiteknightnipples', 'patskito', 'ZyphilEz43', 'kirkan', 'hamza_keblawi', 'zekeLjn', 'iamconvinc3d', 'faisalsaad12343', 'lilmudi123', 'sbeedy2', 'swi1zz', 'mustowned', 'SwedishtChef', 'CaptainWrigley', 'Grumsee', 'kaneku__', 'irfan_rt', 'uzbekbabay', 'laohcsap', 'FakieXTC', 'Duphex', 'Gihaaan', 'Trizze', 'frunze007', 'hardcoremortalkombatplaya', 'shpeeler', 'TiadaKatil', 'JoeyCdny', 'barancely', 'enseje', 'PySkAyTzA', 'nkpv', 'alsaqr1', 'LX212', 'liM0l', 'mindloud', 'JustS1no', 'balintboss', 'rytkonyrjo', 'Ivana_10', 'Eyght', 'pepega00000', 'inorganicmatterpog', 'mrshelbyy00', '905742', 'cholofmeister_', 'ANewToaster', 'aath132', 'kevinits', 'alexgrandsson25', 'psx_lucy', 'brookLovestein', 'Affig1337', 'Gabor4G', 'adam2i891', 'LiviuLiviuu', 'uhylyant', 'kzrubens_', 'JimmyZoltral', 'StreamElements', 'anonimalp', 'cathaarsiiss', 'fegonzz', 'okaneed', 'CrackY2065_', 'Nightbot', 'ayyowassuppp', 'lufarcoo', 'Risc__V', 'mackenzie58', 'SculIy_', 'jkb_x1', 'Algonadny', 'IvanOnMyOwn', 'teoi998', 'Predictionow'}","{'esok322j', 'djawedev', 'tonymontana3331', 'Preferx', 'memerboy', 'Ivana_10', 'ammoke', 'xx_zutt_xx', 'Jeddix', 'dorozea', 'Eyght', 'pepega00000', 'らず', '1206paul_', 'jqqq777', 'gkey', 'Wii_Gii', 'whiteknightnipples', 'Lasbe', 'ANewToaster', 'Wrigglyz', 'patskito', 'kirkan', 'tomdvid', 'adam2i891', 'bvpquhka', 'dr_wisam_rayyan97', '1rabo', 'sbeedy2', 'swi1zz', 'mustowned', 'SwedishtChef', 'JimmyZoltral', 'StreamElements', 'ylb_cat_soul22', 'kunmilan99', 'Lev1tate_fps', 'eflainel', 'zaxkyyy_', 'Grumsee', 'kaneku__', 'markussoedersliebhaber', 'Joro_96', 'hardcoremortalkombatplaya', 'popdamollyy', 'Trizze', 'shpeeler', 'fegonzz', 'Aloddin', 'Banties1g', 'agentosage', 'Zeololz', 'roxa0', 'Nightbot', 'ayyowassuppp', 'aR71xx', 'Martin_Gales', 'JoeyCdny', 'Risc__V', 'mackenzie58', 'barancely', 'enseje', 'nkpv', 'LX212', 'IvanOnMyOwn', 'Prann', 'oJov', 'Predictionow', 'mindloud', 'snuspatron', 'balintboss'}",71,51.0,155,133,169,21,"jc, cs, ow2, marbels",45,139,12.907608695652174,644.7175,10244,8.165721162111053,"Martin_Gales, Banties1g, LX212, roxa0, zaxkyyy_","!play, mhm, doro, omE, LUL",2.0,6.0,0.0,1.0,1.0,0.0,0.0,135.0,133.0,140.20375,135.0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2024-05-04,8.0,6.0,0.0,0.0,62.0,8.0,76.0,4.641966
4,76,2455,182,18734.0,5.203888888888889,14.60446247464503,34.97384434717626,118.2,37.34498634747246,"{'esok322j', 'Preferx', 'joey_jo_jo_jr_shabadoodoo', 'KaliYuga03', 'akashi209', 'らず', '1206paul_', 'orelmazal67', 'JRHANY', 'stimxv', 'Wii_Gii', 'Wrigglyz', 'oYappington', 'iFz4G', 'teamfortressperson', 'ToxicTrash64', 'notGussyWussy', 'FredDread', 'mike_testing', 'seryogarbb', 'remote_duck', 'Pusherman555', 'kingnasch', 'RealDrLing', 'kunmilan99', 'fica989', 'purple_guy_real', 'lajosbarnabas', 'playsomethingsaxman', 'smileyvvv', 'kudezin', 'popdamollyy', 'Aloddin', 'Banties1g', 'Zeololz', 'agentosage', 'roxa0', 'Thenoob_20', 'haris_k1ng', 'Jello_CS', 'PzM75', 'ragnargronsten', 'oJov', 'ylb_cat_soul22', 'RizsaLUL', 'chewycolour', 'corpoket', 'BlueLemonLime', 'tonymontana3331', 'goldeneye_89', 'm_5i8', 'frankllyy', 'noysing', 'itsjamezmfer', 'kurasson19', 'lord_ruschman', 'DjokisaBokisa', 'elijah87487', 'gkey', 'NSAPartyVan', 'croat1', 'sekasekas', 'SkirmishX', 'tomdvid', 'klimzaa', 'JustTiri', 'minecraftomo', 'toxrcsgo', 'watercow2', 'japa031_cro', 'eflainel', 'zaxkyyy_', 'ilovecats8882', '00001joel', 'BaWaRiD', 'alphagabb', 'Sluappy', 'loserdancebutfast221', 'Martin_Gales', 'Bozowantfood', 'wasabi__ttv', 'SKIRoLLeR', 'omarmohamed321', 'h3llr1pper', 'reflectsiam', 'sixthbyaku', 'thatonegambler', 'djawedev', 'J4G048', 'memerboy', 'MadLeds', 'mrIONIA', 'Szardan_xD', 'antuntunn', 'sykoracx', 'pablobucho', 'dorozea', 'jqqq777', 'Crazy_Kier', 'cashmxney00', 'whiteknightnipples', 'Muiz', 'beaconstrips420', 'swi1zz', 'AllAlone', 'mustowned', 'SplaXie_CS', 'prnctnplays', 'Grumsee', 'Goon_The_Boon', 'kaneku__', 'chili_con_bacon', 'laohcsap', 'yassien69', 'shpeeler', 'Trizze', 'kurt_egil', 'kittneee', 'eugeneprunk', 'paypurboy', 'golf_wang', 'coldpasta7', 'WeedFeast', 'mymami588', 'JoeyCdny', 'barancely', 'utaBz', 'john93s', 'LX212', 'Soullesswf0', 'kecso1g', 'liM0l', 'ssabiiiii', 'moorhuhninat', 'JustS1no', 'balintboss', 'Mo_tionGaming', 'Derzis_D', 'Ivana_10', 'x3lolx', 'zentax7', 'glassof__', 'peepok4', 'RacerSupra', 'dingleberry1232', 'SeeMeNoMore_', 'lulu_bibii', 'Badie_', 'JustDracu', 'ragewaveee', 'scarrcs', 'ANewToaster', 'aath132', 'abeKrd', 'alexgrandsson25', 'FlorenTwinleaf', 'winoalpacinoo', 'adam2i891', 'StreamElements', 'Fizzle_7', '55Dash', 'a7c__', 'TamalitoTime', 'frankonthegear', 'yonwave_12', 'saykokerem', 'okaneed', 'Melvandir', 'Nightbot', 'rep__invil', 'ayyowassuppp', 'reychurd', 'lufarcoo', 'Risc__V', 'itsNines', 'DrizzieNM', 'korgikong', 'slarzka', 'jkb_x1', 'IvanOnMyOwn', 'antifact', 'slumpwl'}","{'esok322j', 'djawedev', 'corpoket', 'tonymontana3331', 'Preferx', 'memerboy', 'Ivana_10', 'dorozea', 'noysing', 'itsjamezmfer', 'らず', '1206paul_', 'jqqq777', 'gkey', 'JRHANY', 'stimxv', 'Wii_Gii', 'whiteknightnipples', 'oJov', 'ANewToaster', 'Wrigglyz', 'aath132', 'alexgrandsson25', 'sekasekas', 'SkirmishX', 'tomdvid', 'adam2i891', 'remote_duck', 'swi1zz', 'mustowned', 'StreamElements', 'kunmilan99', 'eflainel', 'Grumsee', 'zaxkyyy_', 'kaneku__', 'playsomethingsaxman', 'laohcsap', 'shpeeler', 'popdamollyy', 'Trizze', 'okaneed', 'Aloddin', 'Banties1g', 'agentosage', 'Zeololz', 'roxa0', 'Nightbot', 'ayyowassuppp', 'Martin_Gales', 'JoeyCdny', 'lufarcoo', 'Risc__V', 'barancely', 'jkb_x1', 'h3llr1pper', 'LX212', 'IvanOnMyOwn', 'ylb_cat_soul22', 'liM0l', 'JustS1no', 'balintboss'}",62,53.2,138,148,177,67,"jc, cs, ow2, marbels",62,120,13.489010989010989,770.1755555555555,11883,7.862709512117006,"Martin_Gales, klimzaa, x3lolx, ylb_cat_soul22, Banties1g","mhm, doro, with, good, O?",0.0,0.0,0.0,2.0,1.0,0.0,0.0,137.6,148.0,141.763,137.6,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2024-05-05,9.0,8.0,0.0,0.0,62.0,3.0,79.0,5.5452639999999995
